"Crop","Crop_Year","Season","State","Area","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Rice",2007,"Kharif","Gujarat",726000,1021.6,96848400,116160,1.8325
"Rice",2007,"Summer","Gujarat",32600,1021.6,4348840,5216,3.043333333
"Wheat",2007,"Rabi","Gujarat",1273900,1021.6,169938260,203824,2.9304
"Potato",2007,"Whole Year","Haryana",9917,443.8,1322927.8,1586.72,15.53166667
"Rice",2007,"Kharif","Haryana",1072545,443.8,143077503,171607.2,3.191578947
"Wheat",2007,"Rabi","Haryana",2460680,443.8,328254712,393708.8,4.036
"Ginger",2007,"Kharif","Himachal Pradesh",2273,1095.4,303218.2,363.68,10.15
"Potato",2007,"Kharif","Himachal Pradesh",13583,1095.4,1811972.2,2173.28,9.051666667
"Rice",2007,"Kharif","Himachal Pradesh",78571,1095.4,10481371.4,12571.36,1.686363636
"Wheat",2007,"Rabi","Himachal Pradesh",366592,1095.4,48903372.8,58654.72,1.500833333
"Potato",2007,"Whole Year","Madhya Pradesh",56663,740.4,7558844.2,9066.08,11.41729167
"Rice",2007,"Kharif","Madhya Pradesh",1634912,740.4,218097260.8,261585.92,0.875
"Wheat",2007,"Rabi","Madhya Pradesh",4089343,740.4,545518356.2,654294.88,1.548958333
"Rice",2007,"Kharif","Maharashtra",1535300,1257.2,204809020,245648,1.377241379
"Rice",2007,"Summer","Maharashtra",41400,1257.2,5522760,6624,2.486
"Wheat",2007,"Rabi","Maharashtra",1252800,1257.2,167123520,200448,1.782333333
"Rice",2007,"Autumn","Meghalaya",32604,4702,4349373.6,5216.64,1.498571429
"Rice",2007,"Summer","Meghalaya",11546,4702,1540236.4,1847.36,2.022857143
"Rice",2007,"Winter","Meghalaya",62170,4702,8293478,9947.2,1.812857143
"Wheat",2007,"Rabi","Meghalaya",622,4702,82974.8,99.52,1.2425
"Ginger",2007,"Kharif","Nagaland",4000,1769,533600,640,7.055
"Potato",2007,"Kharif","Nagaland",2500,1769,333500,400,15.335
"Rice",2007,"Kharif","Nagaland",166000,1769,22144400,26560,1.8275
"Rice",2007,"Rabi","Nagaland",1500,1769,200100,240,1.66
"Wheat",2007,"Rabi","Nagaland",1150,1769,153410,184,1.56375
"Rice",2007,"Kharif","Punjab",2610000,527.2,348174000,417600,3.968
"Wheat",2007,"Rabi","Punjab",3488000,527.2,465299200,558080,4.4775
"Rice",2007,"Kharif","Tripura",252897,2831.8,33736459.8,40463.52,2.4375
"Wheat",2007,"Rabi","Tripura",1023,2831.8,136468.2,163.68,1.88
"Ginger",2007,"Kharif","Uttar Pradesh",900,672.9,120060,144,2.035333333
"Potato",2007,"Rabi","Uttar Pradesh",504858,672.9,67348057.2,80777.28,20.87428571
"Rice",2007,"Kharif","Uttar Pradesh",5690539,672.9,759117902.6,910486.24,1.962
"Rice",2007,"Summer","Uttar Pradesh",18849,672.9,2514456.6,3015.84,2.152142857
"Wheat",2007,"Rabi","Uttar Pradesh",9114880,672.9,1215924992,1458380.8,2.723571429
"Potato",2007,"Kharif","Uttarakhand",7539,1924.3,1005702.6,1206.24,9.379090909
"Potato",2007,"Rabi","Uttarakhand",6693,1924.3,892846.2,1070.88,7.861538462
"Rice",2007,"Kharif","Uttarakhand",259805,1924.3,34657987,41568.8,1.709230769
"Rice",2007,"Summer","Uttarakhand",12364,1924.3,1649357.6,1978.24,3.423333333
"Wheat",2007,"Rabi","Uttarakhand",372919,1924.3,49747394.6,59667.04,1.673846154
"Potato",2007,"Rabi","Jharkhand",16143.02,1444.7,2153478.868,2582.8832,7.252272727
"Potato",2007,"Winter","Jharkhand",20307.19,1444.7,2708979.146,3249.1504,11.36809524
"Rice",2007,"Autumn","Jharkhand",183323.17,1444.7,24455310.88,29331.7072,0.899047619
"Rice",2007,"Winter","Jharkhand",1014731.14,1444.7,135365134.1,162356.9824,1.306363636
"Wheat",2007,"Rabi","Jharkhand",54845.72,1444.7,7316419.048,8775.3152,1.432727273
"Ginger",2008,"Kharif","Bihar",780,1197.7,111571.2,70.2,1.624615385
"Potato",2008,"Kharif","Bihar",60334,1197.7,8630175.36,5430.06,7.518157895
"Potato",2008,"Rabi","Bihar",91591,1197.7,13101176.64,8243.19,5.246486486
"Rice",2008,"Autumn","Bihar",546872,1197.7,78224570.88,49218.48,1.230344828
"Rice",2008,"Summer","Bihar",105526,1197.7,15094439.04,9497.34,1.641
"Rice",2008,"Winter","Bihar",2842875,1197.7,406644840,255858.75,1.545789474
"Wheat",2008,"Rabi","Bihar",2158345,1197.7,308729668.8,194251.05,1.984473684
"Ginger",2008,"Whole Year","Chhattisgarh",1857,1117.9,265625.28,167.13,1.2475
"Potato",2008,"Kharif","Chhattisgarh",690,1117.9,98697.6,62.1,1.342857143
"Potato",2008,"Rabi","Chhattisgarh",10093,1117.9,1443702.72,908.37,4.63
"Rice",2008,"Kharif","Chhattisgarh",3928815,1117.9,561977697.6,353593.35,1.198333333
"Wheat",2008,"Rabi","Chhattisgarh",94834,1117.9,13565055.36,8535.06,1.15
"Potato",2008,"Whole Year","Gujarat",55800,746.1,7981632,5022,20.86636364
"Rice",2008,"Kharif","Gujarat",722100,746.1,103289184,64989,1.615294118
"Rice",2008,"Summer","Gujarat",25200,746.1,3604608,2268,2.921111111
"Wheat",2008,"Rabi","Gujarat",1091400,746.1,156113856,98226,2.349615385
"Potato",2008,"Whole Year","Haryana",11938,715.6,1707611.52,1074.42,19.08769231
"Rice",2008,"Kharif","Haryana",1211149,715.6,173242753,109003.41,2.569
"Wheat",2008,"Rabi","Haryana",2461420,715.6,352081516.8,221527.8,4.437142857
"Potato",2008,"Kharif","Himachal Pradesh",7954,1357.1,1137740.16,715.86,11.051
"Potato",2008,"Rabi","Himachal Pradesh",3889,1357.1,556282.56,350.01,4.299
"Rice",2008,"Kharif","Himachal Pradesh",77709,1357.1,11115495.36,6993.81,1.6
"Wheat",2008,"Rabi","Himachal Pradesh",359961,1357.1,51488821.44,32396.49,1.080833333
"Potato",2008,"Whole Year","Madhya Pradesh",56301,895,8053295.04,5067.09,11.0325
"Rice",2008,"Kharif","Madhya Pradesh",1706557,895,244105913.3,153590.13,0.911020408
"Wheat",2008,"Rabi","Madhya Pradesh",3997666,895,571826144.6,359789.94,1.764
"Rice",2008,"Kharif","Maharashtra",1499500,1052.8,214488480,134955,1.170740741
"Rice",2008,"Summer","Maharashtra",22000,1052.8,3146880,1980,2.421111111
"Wheat",2008,"Rabi","Maharashtra",1021800,1052.8,146158272,91962,1.431666667
"Ginger",2008,"Kharif","Manipur",2098,1134.8,300097.92,188.82,11.79555556
"Potato",2008,"Whole Year","Manipur",13000,1134.8,1859520,1170,8.165555556
"Rice",2008,"Kharif","Manipur",210990,1134.8,30180009.6,18989.1,2.134444444
"Wheat",2008,"Rabi","Manipur",2050,1134.8,293232,184.5,2.495
"Ginger",2008,"Kharif","Nagaland",4400,1540.9,629376,396,9.490909091
"Potato",2008,"Kharif","Nagaland",2910,1540.9,416246.4,261.9,12.38272727
"Potato",2008,"Rabi","Nagaland",2700,1540.9,386208,243,12.29
"Rice",2008,"Kharif","Nagaland",173100,1540.9,24760224,15579,1.964545455
"Wheat",2008,"Rabi","Nagaland",1380,1540.9,197395.2,124.2,1.502222222
"Rice",2008,"Kharif","Punjab",2735000,691.3,391214400,246150,3.9855
"Wheat",2008,"Rabi","Punjab",3466000,691.3,495776640,311940,4.5035
"Rice",2008,"Kharif","Tripura",242966,1827.8,34753856.64,21866.94,2.525
"Wheat",2008,"Rabi","Tripura",635,1827.8,90830.4,57.15,1.905
"Potato",2008,"Rabi","Uttar Pradesh",527347,891.6,75431714.88,47461.23,18.97342857
"Rice",2008,"Kharif","Uttar Pradesh",6011761,891.6,859922293.4,541058.49,2.124428571
"Rice",2008,"Summer","Uttar Pradesh",21621,891.6,3092667.84,1945.89,2.095
"Wheat",2008,"Rabi","Uttar Pradesh",9513039,891.6,1360745099,856173.51,2.959857143
"Potato",2008,"Kharif","Uttarakhand",7723,1363.7,1104697.92,695.07,10.52181818
"Potato",2008,"Rabi","Uttarakhand",6266,1363.7,896288.64,563.94,9.419230769
"Rice",2008,"Kharif","Uttarakhand",275711,1363.7,39437701.44,24813.99,1.627692308
"Rice",2008,"Summer","Uttarakhand",12654,1363.7,1810028.16,1138.86,3.1
"Wheat",2008,"Rabi","Uttarakhand",379081,1363.7,54223746.24,34117.29,1.491538462
"Potato",2008,"Rabi","Jammu and Kashmir",934,1390.1,133599.36,84.06,16.446
"Wheat",2008,"Rabi","Jammu and Kashmir",274022,1390.1,39196106.88,24661.98,1.435714286
"Potato",2008,"Rabi","Jharkhand",16032.93,1295.2,2293350.307,1442.9637,5.73375
"Potato",2008,"Winter","Jharkhand",21288.72,1295.2,3045138.509,1915.9848,6.666190476
"Rice",2008,"Autumn","Jharkhand",188422.33,1295.2,26951930.08,16958.0097,0.868695652
"Rice",2008,"Winter","Jharkhand",1008437.16,1295.2,144246851.4,90759.3444,1.39125
"Wheat",2008,"Rabi","Jharkhand",58602.34,1295.2,8382478.714,5274.2106,1.43625
"Rice",2009,"Autumn","Bihar",525890,889.3,81944179.8,89401.3,0.905666667
"Rice",2009,"Summer","Bihar",95682,889.3,14909169.24,16265.94,1.492083333
"Rice",2009,"Winter","Bihar",2502458,889.3,389933005.6,425417.86,1.105526316
"Wheat",2009,"Rabi","Bihar",2116098,889.3,329730390.4,359736.66,2.076315789
"Ginger",2009,"Whole Year","Chhattisgarh",1780,956.9,277359.6,302.6,0.828
"Potato",2009,"Whole Year","Chhattisgarh",12076,956.9,1881682.32,2052.92,4.504666667
"Rice",2009,"Kharif","Chhattisgarh",3837610,956.9,597976390.2,652393.7,1.106666667
"Wheat",2009,"Rabi","Chhattisgarh",109163,956.9,17009778.66,18557.71,1.301764706
"Potato",2009,"Whole Year","Gujarat",47300,618,7370286,8041,18.8975
"Rice",2009,"Kharif","Gujarat",658500,618,102607470,111945,1.693529412
"Rice",2009,"Summer","Gujarat",21000,618,3272220,3570,3.034444444
"Wheat",2009,"Rabi","Gujarat",878000,618,136809960,149260,2.617692308
"Potato",2009,"Whole Year","Haryana",12269,393,1911755.58,2085.73,17.30357143
"Rice",2009,"Kharif","Haryana",1206435,393,187986701.7,205093.95,2.673809524
"Wheat",2009,"Rabi","Haryana",2487756,393,387642139.9,422918.52,4.133809524
"Ginger",2009,"Kharif","Himachal Pradesh",2488,969.9,387680.16,422.96,3.883
"Potato",2009,"Kharif","Himachal Pradesh",6436,969.9,1002857.52,1094.12,11.582
"Potato",2009,"Rabi","Himachal Pradesh",3406,969.9,530722.92,579.02,4.67
"Rice",2009,"Kharif","Himachal Pradesh",76186,969.9,11871302.52,12951.62,1.484545455
"Wheat",2009,"Rabi","Himachal Pradesh",350440,969.9,54605560.8,59574.8,0.933333333
"Rice",2009,"Kharif","Maharashtra",1450000,1002.4,225939000,246500,1.106071429
"Rice",2009,"Summer","Maharashtra",20600,1002.4,3209892,3502,2.251111111
"Wheat",2009,"Rabi","Maharashtra",1080900,1002.4,168425838,183753,1.53
"Ginger",2009,"Kharif","Manipur",2098,992.5,326910.36,356.66,11.87
"Potato",2009,"Whole Year","Manipur",13650,992.5,2126943,2320.5,8.286666667
"Rice",2009,"Kharif","Manipur",113890,992.5,17746339.8,19361.3,1.923333333
"Wheat",2009,"Rabi","Manipur",12000,992.5,1869840,2040,2.073333333
"Potato",2009,"Kharif","Nagaland",3030,1225.9,472134.6,515.1,9.416363636
"Potato",2009,"Rabi","Nagaland",2950,1225.9,459669,501.5,12.39
"Rice",2009,"Kharif","Nagaland",168570,1225.9,26266577.4,28656.9,1.393636364
"Wheat",2009,"Rabi","Nagaland",2010,1225.9,313198.2,341.7,1.198888889
"Rice",2009,"Kharif","Punjab",2802000,371.3,436607640,476340,3.9775
"Wheat",2009,"Rabi","Punjab",3522000,371.3,548798040,598740,4.3205
"Rice",2009,"Kharif","Tripura",245538,2004.2,38259731.16,41741.46,2.5225
"Wheat",2009,"Rabi","Tripura",667,2004.2,103931.94,113.39,1.9825
"Ginger",2009,"Kharif","Uttar Pradesh",786,585.8,122474.52,133.62,3
"Potato",2009,"Rabi","Uttar Pradesh",540797,585.8,84266988.54,91935.49,24.02859155
"Rice",2009,"Kharif","Uttar Pradesh",5148046,585.8,802168527.7,875167.82,2.00971831
"Rice",2009,"Summer","Uttar Pradesh",24695,585.8,3847974.9,4198.15,2.13
"Wheat",2009,"Rabi","Uttar Pradesh",9668152,585.8,1506491445,1643585.84,2.80915493
"Potato",2009,"Kharif","Uttarakhand",10187,847.8,1587338.34,1731.79,9.59
"Potato",2009,"Rabi","Uttarakhand",5873,847.8,915130.86,998.41,10.60615385
"Rice",2009,"Kharif","Uttarakhand",270608,847.8,42166138.56,46003.36,1.613846154
"Rice",2009,"Rabi","Uttarakhand",13775,847.8,2146420.5,2341.75,2.85
"Wheat",2009,"Rabi","Uttarakhand",372846,847.8,58096863.72,63383.82,1.674615385
"Potato",2009,"Rabi","Jharkhand",18429,996.1,2871606.78,3132.93,6.558333333
"Potato",2009,"Winter","Jharkhand",19997,996.1,3115932.54,3399.49,6.710434783
"Rice",2009,"Autumn","Jharkhand",157262,996.1,24504564.84,26734.54,0.515217391
"Rice",2009,"Winter","Jharkhand",825787,996.1,128674130.3,140383.79,0.58625
"Wheat",2009,"Rabi","Jharkhand",52510,996.1,8182108.2,8926.7,1.314166667
"Potato",2009,"Rabi","West Bengal",384451,1317.2,59905154.82,65356.67,31.58888889
"Potato",2009,"Summer","West Bengal",2430,1317.2,378642.6,413.1,12.4
"Rice",2009,"Autumn","West Bengal",214062,1317.2,33355140.84,36390.54,2.095
"Rice",2009,"Summer","West Bengal",1429703,1317.2,222776321.5,243049.51,2.79
"Rice",2009,"Winter","West Bengal",3986330,1317.2,621149940.6,677676.1,2.346111111
"Wheat",2009,"Rabi","West Bengal",315888,1317.2,49221668.16,53700.96,2.401764706
"Ginger",2009,"Whole Year","Madhya Pradesh",7797,904.1,1214928.54,1325.49,1.159761905
"Potato",2009,"Whole Year","Madhya Pradesh",60052,904.1,9357302.64,10208.84,11.0822449
"Rice",2009,"Whole Year","Madhya Pradesh",1593071,904.1,248232323.2,270822.07,0.906041667
"Wheat",2009,"Whole Year","Madhya Pradesh",4458995,904.1,694800600.9,758029.15,1.8538
"Rice",2010,"Autumn","Bihar",495218,629.2,82260661.98,118852.32,0.919642857
"Rice",2010,"Summer","Bihar",84465,629.2,14030481.15,20271.6,1.827916667
"Rice",2010,"Winter","Bihar",2265685,629.2,376352935.3,543764.4,0.979210526
"Wheat",2010,"Rabi","Bihar",2100181,629.2,348861065.9,504043.44,2.282631579
"Ginger",2010,"Whole Year","Chhattisgarh",1880,1283.1,312286.8,451.2,1.181764706
"Potato",2010,"Whole Year","Chhattisgarh",11893,1283.1,1975546.23,2854.32,5.708235294
"Rice",2010,"Kharif","Chhattisgarh",3937796,1283.1,654107293.6,945071.04,1.702222222
"Wheat",2010,"Rabi","Chhattisgarh",103701,1283.1,17225773.11,24888.24,1.395882353
"Potato",2010,"Whole Year","Gujarat",55100,1107.5,9152661,13224,21.58
"Rice",2010,"Kharif","Gujarat",728300,1107.5,120977913,174792,1.8275
"Rice",2010,"Summer","Gujarat",79800,1107.5,13255578,19152,2.987777778
"Wheat",2010,"Rabi","Gujarat",1588600,1107.5,263882346,381264,3.0388
"Ginger",2010,"Kharif","Haryana",61,639.2,10132.71,14.64,1.64
"Potato",2010,"Whole Year","Haryana",12412,639.2,2061757.32,2978.88,21.70428571
"Rice",2010,"Kharif","Haryana",1243281,639.2,206521406.9,298387.44,2.561428571
"Wheat",2010,"Rabi","Haryana",2503963,639.2,415933293.9,600951.12,4.483333333
"Potato",2010,"Kharif","Himachal Pradesh",6411,1319.8,1064931.21,1538.64,10.688
"Potato",2010,"Rabi","Himachal Pradesh",3423,1319.8,568594.53,821.52,4.835
"Rice",2010,"Kharif","Himachal Pradesh",75426,1319.8,12529012.86,18102.24,1.561818182
"Wheat",2010,"Rabi","Himachal Pradesh",346936,1319.8,57629538.96,83264.64,1.539166667
"Ginger",2010,"Whole Year","Madhya Pradesh",8356,856.3,1388015.16,2005.44,1.134883721
"Potato",2010,"Whole Year","Madhya Pradesh",76482,856.3,12704425.02,18355.68,9.318163265
"Rice",2010,"Kharif","Madhya Pradesh",1573535,856.3,261379898.8,377648.4,1.211666667
"Wheat",2010,"Rabi","Madhya Pradesh",4633125,856.3,769608393.7,1111950,1.8744
"Rice",2010,"Kharif","Maharashtra",1486200,1389,246872682,356688,1.3116
"Rice",2010,"Summer","Maharashtra",29500,1389,4900245,7080,2.388888889
"Wheat",2010,"Rabi","Maharashtra",1306600,1389,217039326,313584,1.709333333
"Ginger",2010,"Kharif","Manipur",2200,2160.5,365442,528,11.38666667
"Potato",2010,"Whole Year","Manipur",13650,2160.5,2267401.5,3276,8.286666667
"Rice",2010,"Kharif","Manipur",212680,2160.5,35328274.8,51043.2,1.945555556
"Wheat",2010,"Rabi","Manipur",2100,2160.5,348831,504,2.475
"Potato",2010,"Kharif","Mizoram",415,2738.7,68935.65,99.6,6.7
"Potato",2010,"Rabi","Mizoram",16,2738.7,2657.76,3.84,5.56
"Rice",2010,"Autumn","Mizoram",28562,2738.7,4744433.82,6854.88,0.92625
"Rice",2010,"Kharif","Mizoram",12123,2738.7,2013751.53,2909.52,1.495
"Rice",2010,"Rabi","Mizoram",7,2738.7,1162.77,1.68,0.86
"Potato",2010,"Kharif","Nagaland",2750,1771.8,456802.5,660,12.74
"Potato",2010,"Rabi","Nagaland",3500,1771.8,581385,840,12.40285714
"Rice",2010,"Kharif","Nagaland",180060,1771.8,29909766.6,43214.4,2.051818182
"Rice",2010,"Rabi","Nagaland",1330,1771.8,220926.3,319.2,2.38
"Wheat",2010,"Rabi","Nagaland",3120,1771.8,518263.2,748.8,1.712222222
"Rice",2010,"Kharif","Punjab",2831000,392.7,470257410,679440,3.834
"Wheat",2010,"Rabi","Punjab",3510000,392.7,583046100,842400,4.6485
"Rice",2010,"Kharif","Tamil Nadu",1905726,1095.2,316560145.9,457374.24,3.597419355
"Rice",2010,"Kharif","Tripura",264558,2348.3,43945729.38,63493.92,2.5725
"Wheat",2010,"Rabi","Tripura",316,2348.3,52490.76,75.84,2.02
"Ginger",2010,"Kharif","Uttar Pradesh",893,742.6,148336.23,214.32,2.850555556
"Potato",2010,"Rabi","Uttar Pradesh",556533,742.6,92445696.63,133567.92,22.96777778
"Rice",2010,"Kharif","Uttar Pradesh",5631949,742.6,935523048.4,1351667.76,2.052916667
"Rice",2010,"Summer","Uttar Pradesh",25121,742.6,4172849.31,6029.04,2.032222222
"Wheat",2010,"Rabi","Uttar Pradesh",9636540,742.6,1600725659,2312769.6,3.077222222
"Potato",2010,"Kharif","Uttarakhand",7578,1419,1258781.58,1818.72,8.47
"Potato",2010,"Rabi","Uttarakhand",4793,1419,796165.23,1150.32,12.43307692
"Rice",2010,"Kharif","Uttarakhand",270416,1419,44918801.76,64899.84,1.540769231
"Rice",2010,"Rabi","Uttarakhand",15277,1419,2537662.47,3666.48,2.25
"Wheat",2010,"Rabi","Uttarakhand",371225,1419,61664184.75,89094,1.863846154
"Ginger",2010,"Kharif","Jammu and Kashmir",25,1352,4152.75,6,1.346666667
"Ginger",2010,"Rabi","Jammu and Kashmir",2,1352,332.22,0.48,0.9
"Potato",2010,"Kharif","Jammu and Kashmir",1180,1352,196009.8,283.2,6.053333333
"Potato",2010,"Rabi","Jammu and Kashmir",1233,1352,204813.63,295.92,17.04
"Rice",2010,"Kharif","Jammu and Kashmir",261347,1352,43412350.17,62723.28,1.874
"Wheat",2010,"Rabi","Jammu and Kashmir",286777,1352,47636527.47,68826.48,1.468
"Potato",2010,"Rabi","Jharkhand",18078,694.6,3002936.58,4338.72,5.753333333
"Wheat",2010,"Rabi","Jharkhand",49596,694.6,8238391.56,11903.04,1.091666667
"Potato",2010,"Rabi","West Bengal",406349,1096,67498632.39,97523.76,29.27833333
"Potato",2010,"Summer","West Bengal",2440,1096,405308.4,585.6,12.2
"Rice",2010,"Autumn","West Bengal",212132,1096,35237246.52,50911.68,2.081666667
"Rice",2010,"Summer","West Bengal",1369892,1096,227552760.1,328774.08,3.123888889
"Rice",2010,"Winter","West Bengal",3362122,1096,558482085.4,806909.28,2.487222222
"Wheat",2010,"Rabi","West Bengal",316808,1096,52624976.88,76033.92,2.496666667
"Rice",2011,"Autumn","Bihar",570397,1097.1,95552905.44,188231.01,1.546774194
"Rice",2011,"Summer","Bihar",96160,1097.1,16108723.2,31732.8,1.736190476
"Rice",2011,"Winter","Bihar",2684379,1097.1,449687170.1,885845.07,2.491578947
"Wheat",2011,"Rabi","Bihar",2141892,1097.1,358809747.8,706824.36,3.028684211
"Ginger",2011,"Whole Year","Chhattisgarh",2050,1302.7,343416,676.5,1.254736842
"Potato",2011,"Kharif","Chhattisgarh",1847,1302.7,309409.44,609.51,6.5875
"Potato",2011,"Rabi","Chhattisgarh",10371,1302.7,1737349.92,3422.43,6.285833333
"Rice",2011,"Kharif","Chhattisgarh",3939826,1302.7,659999651.5,1300142.58,1.527777778
"Wheat",2011,"Rabi","Chhattisgarh",104825,1302.7,17560284,34592.25,1.512
"Potato",2011,"Whole Year","Gujarat",77800,890.5,13033056,25674,21.34230769
"Rice",2011,"Kharif","Gujarat",751300,890.5,125857776,247929,1.951666667
"Rice",2011,"Summer","Gujarat",84200,890.5,14105184,27786,3.122222222
"Wheat",2011,"Rabi","Gujarat",1350600,890.5,226252512,445698,3.01
"Ginger",2011,"Kharif","Haryana",64,471.5409091,10721.28,21.12,0.583333333
"Potato",2011,"Whole Year","Haryana",12074,471.5409091,2022636.48,3984.42,20.60733333
"Rice",2011,"Kharif","Haryana",1234094,471.5409091,206735426.9,407251.02,2.63047619
"Wheat",2011,"Rabi","Haryana",2531302,471.5409091,424043711,835329.66,5.031904762
"Ginger",2011,"Kharif","Himachal Pradesh",2103,1108.3,352294.56,693.99,1.825
"Potato",2011,"Kharif","Himachal Pradesh",6423,1108.3,1075980.96,2119.59,11.144
"Potato",2011,"Rabi","Himachal Pradesh",3431,1108.3,574761.12,1132.23,4.865
"Rice",2011,"Kharif","Himachal Pradesh",75043,1108.3,12571203.36,24764.19,1.545454545
"Wheat",2011,"Rabi","Himachal Pradesh",345182,1108.3,57824888.64,113910.06,1.423333333
"Ginger",2011,"Whole Year","Madhya Pradesh",9926,852.6,1662803.52,3275.58,0.946744186
"Potato",2011,"Whole Year","Madhya Pradesh",83912,852.6,14056938.24,27690.96,11.689375
"Rice",2011,"Kharif","Madhya Pradesh",1693231,852.6,283650057.1,558766.23,1.400416667
"Wheat",2011,"Rabi","Madhya Pradesh",5248479,852.6,879225202.1,1731998.07,2.5908
"Rice",2011,"Kharif","Maharashtra",1516400,1174.095455,254027328,500412,1.319642857
"Rice",2011,"Summer","Maharashtra",27800,1174.095455,4657056,9174,2.427777778
"Wheat",2011,"Rabi","Maharashtra",878100,1174.095455,147099312,289773,1.646666667
"Ginger",2011,"Kharif","Manipur",2374,1533.561905,397692.48,783.42,11.6
"Potato",2011,"Whole Year","Manipur",14400,1533.561905,2412288,4752,8.478888889
"Rice",2011,"Kharif","Manipur",223670,1533.561905,37469198.4,73811.1,2.34
"Wheat",2011,"Rabi","Manipur",2150,1533.561905,360168,709.5,2.473333333
"Potato",2011,"Kharif","Mizoram",319,2439.340909,53438.88,105.27,5.87
"Potato",2011,"Rabi","Mizoram",90,2439.340909,15076.8,29.7,5.865
"Rice",2011,"Autumn","Mizoram",25826,2439.340909,4326371.52,8522.58,1.04125
"Rice",2011,"Kharif","Mizoram",12700,2439.340909,2127504,4191,2.03125
"Rice",2011,"Rabi","Mizoram",450,2439.340909,75384,148.5,2.3775
"Ginger",2011,"Kharif","Nagaland",3150,1544.354545,527688,1039.5,9.116363636
"Potato",2011,"Rabi","Nagaland",6510,1544.354545,1090555.2,2148.3,9.018181818
"Rice",2011,"Kharif","Nagaland",179050,1544.354545,29994456,59086.5,2.049090909
"Rice",2011,"Rabi","Nagaland",2530,1544.354545,423825.6,834.9,2.34
"Wheat",2011,"Rabi","Nagaland",3150,1544.354545,527688,1039.5,1.711111111
"Rice",2011,"Kharif","Punjab",2818000,705.2,472071360,929940,3.7495
"Wheat",2011,"Rabi","Punjab",3528000,705.2,591010560,1164240,5.0675
"Rice",2011,"Kharif","Tripura",265999,2295.609091,44560152.48,87779.67,2.63
"Wheat",2011,"Rabi","Tripura",274,2295.609091,45900.48,90.42,1.9375
"Ginger",2011,"Kharif","Uttar Pradesh",847,777.4,141889.44,279.51,2.91
"Potato",2011,"Rabi","Uttar Pradesh",557779,777.4,93439138.08,184067.07,21.50819444
"Rice",2011,"Kharif","Uttar Pradesh",5922643,777.4,992161155.4,1954472.19,2.294444444
"Rice",2011,"Summer","Uttar Pradesh",23642,777.4,3960507.84,7801.86,2.335909091
"Wheat",2011,"Rabi","Uttar Pradesh",9731150,777.4,1630162248,3211279.5,3.253333333
"Potato",2011,"Kharif","Uttarakhand",7623,1564.7,1277004.96,2515.59,9.606363636
"Potato",2011,"Rabi","Uttarakhand",4642,1564.7,777627.84,1531.86,11.08923077
"Rice",2011,"Kharif","Uttarakhand",261319,1564.7,43776158.88,86235.27,1.684615385
"Rice",2011,"Summer","Uttarakhand",13680,1564.7,2291673.6,4514.4,3.31
"Wheat",2011,"Rabi","Uttarakhand",355549,1564.7,59561568.48,117331.17,1.873076923
"Potato",2011,"Rabi","Jharkhand",16213,1374.7,2716001.76,5350.29,7.81625
"Potato",2011,"Winter","Jharkhand",21703,1374.7,3635686.56,7161.99,7.600909091
"Rice",2011,"Autumn","Jharkhand",150654,1374.7,25237558.08,49715.82,0.79173913
"Rice",2011,"Winter","Jharkhand",832047,1374.7,139384513.4,274575.51,1.554166667
"Wheat",2011,"Rabi","Jharkhand",47933,1374.7,8029736.16,15817.89,1.486666667
"Potato",2011,"Rabi","West Bengal",376751,1686.5,63113327.52,124327.83,26.11722222
"Potato",2011,"Summer","West Bengal",2455,1686.5,411261.6,810.15,12.1
"Rice",2011,"Autumn","West Bengal",212971,1686.5,35676901.92,70280.43,2.072222222
"Rice",2011,"Summer","West Bengal",1221076,1686.5,204554651.5,402955.08,3.035
"Rice",2011,"Winter","West Bengal",3999653,1686.5,670021870.6,1319885.49,2.475555556
"Wheat",2011,"Rabi","West Bengal",315659,1686.5,52879195.68,104167.47,2.49
"Rice",2012,"Autumn","Bihar",540424,924.1,81495939.2,167531.44,1.743793103
"Rice",2012,"Summer","Bihar",105117,924.1,15851643.6,32586.27,2.396086957
"Rice",2012,"Winter","Bihar",2653346,924.1,400124576.8,822537.26,2.567894737
"Wheat",2012,"Rabi","Bihar",2207704,924.1,332921763.2,684388.24,2.749210526
"Ginger",2012,"Whole Year","Chhattisgarh",1905,1366.8,287274,590.55,1.198421053
"Potato",2012,"Kharif","Chhattisgarh",1615,1366.8,243542,500.65,6.890909091
"Potato",2012,"Rabi","Chhattisgarh",10549,1366.8,1590789.2,3270.19,7.416521739
"Rice",2012,"Kharif","Chhattisgarh",3982172,1366.8,600511537.6,1234473.32,1.91962963
"Wheat",2012,"Rabi","Chhattisgarh",102230,1366.8,15416284,31691.3,1.6104
"Potato",2012,"Whole Year","Gujarat",71500,460.6,10782200,22165,22.71333333
"Rice",2012,"Kharif","Gujarat",672000,460.6,101337600,208320,1.98
"Rice",2012,"Summer","Gujarat",29100,460.6,4388280,9021,2.943
"Wheat",2012,"Rabi","Gujarat",1023500,460.6,154343800,317285,2.9216
"Ginger",2012,"Kharif","Haryana",67,307.9,10103.6,20.77,0
"Potato",2012,"Whole Year","Haryana",12780,307.9,1927224,3961.8,22.85384615
"Rice",2012,"Kharif","Haryana",1206255,307.9,181903254,373939.05,3.041
